DEMO_Org,DEMO_meeting_remote,DEMO_Dept,OBSV_PreC_Location_A_primryoffice,OBSV_PreC_Location_B_officeother,OBSV_PreC_Location_C_client,OBSV_PreC_Location_D_WFH,OBSV_PreC_Location_E_publicspace,OBSV_PreC_Location_F_transit,OBSV_PreC_Location_G_other,OBSV_Now_Interact_Work_within_org,OBSV_PreC_meeting_A_inperson,OBSV_PreC_meeting_B_hyrbid,OBSV_PreC_meeting_C_remote,OBSV_PreC_interative_A_inperson,OBSV_PreC_interative_B_remote,OBSV_same_space_count_A_1,OBSV_same_space_count_B_2n3,OBSV_same_space_count_C_4n9,OBSV_same_space_count_D_10p,OBSV_PreC_meetingsize0ffice_A_1,OBSV_PreC_meetingsize0ffice_B_2n3,OBSV_PreC_meetingsize0ffice_C_4n9,OBSV_PreC_wiOffice_A_desk,OBSV_PreC_wiOffice_B_otherdeck,OBSV_PreC_wiOffice_C_meetingrm,OBSV_PreC_wiOffice_D_lobby,OBSV_PreC_wiOffice_E_speicaltyarea,OBSV_PreC_wiOffice_F_other,OBSV_PreC_space_A_InformalMtg,OBSV_PreC_space_B_FormalMtg,OBSV_PreC_5A_lost_layout,OBSV_PreC_5B_lost_looking,OBSV_PreC_5C_lost_perstech,OBSV_PreC_5D_lost_roomtech,OBSV_PreC_5E_lost_visitors,OBSV_PreC_5F_lost_noise,OBSV_PreC_5G_lost_comms,OBSV_PreC_5H_lost_ergo,OBSV_PreC_5I_lost_temp,OBSV_PreC_5J_lost_odor,OBSV_PreC_5K_lost_natlight,OBSV_PreC_5L_lost_indoorlight,PostC_impact_RankDifficult_A_MH,PostC_impact_RankDifficult_B_community,PostC_impact_RankDifficult_C_Communication,PostC_impact_RankDifficult_D_Tech,PostC_impact_RankDifficult_E_space,PostC_impact_RankDifficult_F_Environment,PostC_impact_shift_D_videoconf,PostC_impact_shift_E_innovate,DECSN_factors_E_commutelength,DECSN_factors_F_collabtools,DECSN_factors_G_concentrate,DECSN_factors_H_purpose,DECSN_factors_I_coworkerspresence,DECSN_factors_J_teampresence,DECSN_factors_K_socialevents,DECSN_factors_L_community,DECSN_factors_M_metorship,DECSN_factors_N_neighorhood,DECSN_factors_O_food,DECSN_factors_P_family,DECSN_factors_Q_leadership,PREF_space_A_focusedWk,PREF_Envr_Focus_1A_activity,PREF_Envr_Focus_1B_closure,PREF_Envr_Focus_1C_remote,PREF_Envr_Focus_1D_color,PREF_Envr_Focus_1E_light,PREF_Envr_Focus_1F_formality,PREF_Envr_Focus_1H_energy,PREF_Envr_Collab_2A_activity,PREF_Envr_Collab_2B_closure,PREF_Envr_Collab_2C_remote,PREF_Envr_Collab_2D_color,PREF_Envr_Collab_2E_light,PREF_Envr_Collab_2F_formality,PREF_Envr_Collab_2H_energy,PREF_features_A_chair,PREF_features_B_proximitry,PREF_features_C_concentration,PREF_features_D_privacy,PREF_features_E_noise,PREF_features_F_daylight,PREF_features_G_light,PREF_features_H_nature,PREF_features_I_Sychro,PREF_features_J_collabspace,PREF_features_K_temp,PREF_features_L_clean,PREF_features_M_lockers,PREF_features_N_events,PREF_features_O_food,PREF_features_Q_kitchen,PREF_features_R_gym,PREF_features_S_relax,PREF_features_T_greenspace,PREF_CollabSpace_A_tech,PREF_CollabSpace_B_software,PREF_CollabSpace_C_CollabTools,PREF_CollabSpace_D_furniture,PREF_CollabSpace_E_seating,PREF_CollabSpace_F_naturallight,PREF_CollabSpace_G_acoustics,SATSF_CollabSpace_A_Tech,SATSF_CollabSpace_B_software,SATSF_CollabSpace_C_CollabTools,SATSF_CollabSpace_D_furniture,SATSF_CollabSpace_E_seating,SATSF_CollabSpace_F_naturallight,SATSF_CollabSpace_G_acoustics,SATSF_HomeOffice_A_Tech,SATSF_HomeOffice_B_software,SATSF_HomeOffice_C_CollabTools,SATSF_HomeOffice_D_furniture,SATSF_HomeOffice_E_seating,SATSF_HomeOffice_F_naturallight,SATSF_HomeOffice_G_acoustics,SATSF_office_A_community,SATSF_office_B_designexcellence,SATSF_office_C_pride,SATSF_office_D_expressme,SATSF_office_E_control,SATSF_office_F_wellbeing,SATSF_office_G_myfamily,SATSF_office_H_customers,SATSF_office_I_orgcullture,SATSF_office_J_knowledgeshare,SATSF_office_K_planet,SATSF_facilitate_Home_1A_focus,SATSF_facilitate_Home_1B_inpersoncollab,SATSF_facilitate_Home_1C_virtualcollab,SATSF_facilitate_Office_2A_focus,SATSF_facilitate_Office_2B_inpersoncollab,SATSF_facilitate_Office_2C_virtualcollab,SATSF_facilitate_HomeTech_3A_virtualcollab,SATSF_facilitate_HomeTech_3B_inpersoncollab,SATSF_facilitate_HomeTech_3C_virtualcollab,SATSF_facilitate_OfficeTech_4A_virtualcollab,SATSF_facilitate_OfficeTech_4B_inpersoncollab,SATSF_facilitate_OfficeTech_4C_virtualcollab,WP_Featr_office_A_community,WP_Featr_office_B_designexcellence,WP_Featr_office_C_pride,WP_Featr_office_D_expressme,WP_Featr_office_E_control,WP_Featr_office_F_wellbeing,WP_Featr_office_G_myfamily,WP_Featr_office_H_customers,WP_Featr_office_I_oegculture,WP_Featr_office_J_knowledgeshare,WP_Featr_office_K_planet,Etc1_WLB_improved,Etc2_chooseWFH,Etc3_no_workstation,Etc4_justlaptop,Etc5_teamclose,Etc6_connected,Etc7_priorities,Etc8_WFK_efffective,OBSV_PreC_WFH_Days_Wk,DEMO_Tenure_PreC_employee,PREF_WFK_rate_home,PostC_impact_shift_A_focus,PostC_impact_shift_B_productive,PostC_impact_shift_C_collab,PostC_impact_shift_F_colleagueaccess,PostC_impact_shift_G_teammeetings,PostC_impact_shift_H_social,PostC_impact_shift_I_managersconnect,PostC_impact_shift_J_client,PostC_impact_shift_K_enjoy,DECSN_factors_A_noinpersonmtgs,DECSN_factors_B_healthwellness,DECSN_factors_C_WrkLifeSep,DECSN_factors_D_safety,OBSV_Now_WrkTimeA_Indiv_fract_vCollab,OBSV_PreC_meetingsize0ffice_D_10plus,PREF_space_B_inperson_collab,PREF_space_C_videoconf,PREF_space_D_impromptu,PREF_space_E_recharge,PREF_space_F_accessible,PREF_space_G_firstarrive
Org 2,NA,Operations and Support,0.2,NA,NA,0.8,NA,NA,NA,NA,0.8,0.1,0.1,NA,NA,0.2,0.7,0.1,NA,NA,NA,NA,NA,0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.5,4,2.5,NA,2.5,4,4,NA,NA,2.5,4,NA,5,2.5,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,NA,NA,NA,NA,NA,NA,Important,NA,NA,Unimportant,Neutral,Important,NA,Unimportant,Unimportant,Unimportant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfied,NA,Dissatisfied,Neutral,Satisfied,Satisfied,NA,NA,Neutral,Dissatisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very unimportant,Very important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,2.5,NA,4,2.5,2.5,2.5,NA,5,2.5,2.5,0.4,NA,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA
Org 2,NA,Operations and Support,0.5,NA,NA,0.5,NA,NA,NA,NA,0.2,0.2,0.6,NA,NA,0.6,0.3,0.1,NA,NA,NA,NA,0.7,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,4,4,NA,4,4,4,NA,NA,4,4,NA,4,4,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,NA,NA,NA,NA,NA,NA,Important,NA,NA,Unimportant,Important,Neutral,NA,Unimportant,Unimportant,Unimportant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Satisfied,NA,Neutral,Satisfied,Neutral,Neutral,NA,NA,Satisfied,Satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,NA,NA,Neutral,Neutral,NA,NA,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,NA,4,4,2.5,4,NA,4,2.5,2.5,0.6,NA,Workstation,NA,NA,NA,NA,NA
Org 2,NA,Operations and Support,0.6,0,NA,0.4,NA,NA,0,NA,0.75,0.25,NA,NA,NA,0.65,0.15,0.2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,4,2.5,NA,2.5,4,4,NA,NA,2.5,4,NA,2.5,4,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,NA,NA,NA,NA,NA,NA,Important,NA,NA,Unimportant,Neutral,Unimportant,NA,Important,Unimportant,Unimportant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Satisfied,NA,Satisfied,Satisfied,Very satisfied,Satisfied,NA,NA,Satisfied,Satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,Neutral,Neutral,Very important,Neutral,NA,NA,Neutral,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2.5,2.5,NA,2.5,2.5,2.5,2.5,NA,4,2.5,2.5,0.75,NA,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA
Org 2,NA,Operations and Support,0.6,NA,NA,0.4,NA,NA,NA,NA,0.9,0.1,NA,NA,NA,0.8,0.15,0.05,NA,NA,NA,NA,0.8,NA,0.15,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.5,5,4,NA,4,4,5,NA,NA,5,2.5,NA,5,4,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Important,NA,NA,NA,NA,NA,NA,Important,NA,NA,Unimportant,Unimportant,Very important,NA,Unimportant,Unimportant,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,Neutral,Neutral,Neutral,Neutral,NA,NA,Neutral,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unimportant,NA,Unimportant,Neutral,NA,NA,NA,NA,Very unimportant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,NA,4,5,2.5,2.5,NA,4,2.5,4,0.7,NA,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA
Org 2,NA,Operations and Support,0.8,NA,NA,0.2,NA,NA,NA,NA,0.2,0.2,0.6,NA,NA,0.4,0.3,0.2,0.1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,4,4,4,NA,NA,5,2.5,NA,4,4,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,NA,NA,NA,NA,NA,NA,Important,NA,NA,Unimportant,Unimportant,Important,NA,Unimportant,Unimportant,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,Neutral,Neutral,Very satisfied,Neutral,NA,NA,Neutral,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very unimportant,NA,Very unimportant,Very unimportant,Very important,Very unimportant,NA,NA,Very unimportant,Very unimportant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5,5,4,NA,4,2.5,2.5,4,NA,2.5,2.5,2.5,0.6,NA,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA
Org 2,NA,Operations and Support,0.4,0,NA,0.6,NA,NA,0,NA,0.6,0.1,0.3,NA,NA,0.85,0.15,0,NA,NA,NA,NA,NA,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,2.5,NA,2.5,2.5,4,NA,NA,4,2.5,NA,4,2.5,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very unimportant,NA,NA,NA,NA,NA,NA,Important,NA,NA,Very unimportant,Very unimportant,Very important,NA,Important,Very unimportant,Very unimportant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,Satisfied,Satisfied,Satisfied,Satisfied,NA,NA,Satisfied,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,4,4,2.5,2.5,NA,2.5,4,2.5,0.5,NA,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA
Org 2,NA,Operations and Support,1,NA,NA,NA,NA,NA,NA,NA,0.75,0.15,0.1,NA,NA,0.65,0.15,0.2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,NA,4,5,5,NA,NA,2.5,2.5,NA,4,4,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,NA,NA,NA,NA,NA,NA,Important,NA,NA,Unimportant,Neutral,Important,NA,Unimportant,Unimportant,Unimportant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfied,NA,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,NA,NA,Dissatisfied,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,NA,NA,Neutral,NA,NA,NA,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,5,5,4,5,NA,2.5,5,2.5,0.6,NA,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA
Org 2,NA,Operations and Support,0.6,NA,NA,0.4,NA,NA,NA,NA,0.5,0.2,0.3,NA,NA,0.3,0.6,0.1,NA,NA,NA,NA,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,2.5,NA,2.5,4,5,NA,NA,2.5,2.5,NA,5,5,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,NA,NA,NA,NA,NA,NA,Unimportant,NA,NA,Unimportant,Unimportant,Important,NA,Neutral,Unimportant,Important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfied,NA,Dissatisfied,Neutral,Satisfied,Dissatisfied,NA,NA,Dissatisfied,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unimportant,NA,Neutral,Very unimportant,Very important,NA,NA,NA,Very unimportant,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,NA,5,4,1,0,NA,5,5,2.5,0.8,NA,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA
Org 2,NA,Operations and Support,0.6,0.05,NA,0.35,NA,NA,NA,NA,0.9,0.1,NA,NA,NA,0.25,0.6,0.1,0.05,NA,NA,NA,NA,0.75,0.2,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,4,5,NA,4,5,5,NA,NA,4,5,NA,5,5,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very important,NA,NA,NA,NA,NA,NA,Important,NA,NA,Unimportant,Neutral,Important,NA,Unimportant,Unimportant,Unimportant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,Neutral,Neutral,Very satisfied,Very satisfied,NA,NA,Neutral,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very unimportant,Very important,Very important,NA,NA,NA,Very important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,4,2.5,NA,4,2.5,2.5,2.5,NA,5,2.5,5,0.4,NA,"Enclosed room (meeting room, phone room)",NA,NA,NA,NA,NA
Org 1,Yes,Management,0.55,0.1,0.1,0.05,0.1,0.1,NA,NA,0.75,0.15,0.1,NA,NA,NA,NA,NA,NA,0.25,0.25,0.5,0.2,0,0.75,0,0.05,0,someone else's desk/office,meeting room,NA,30,30,30,120,30,10,NA,NA,NA,NA,NA,0,5,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enclosed room (meeting room, phone room)",0,0,0,0,5,5,0,5,10,5,0,5,5,7,Important,Important,Very unimportant,Very important,Important,Very unimportant,Important,Neutral,Neutral,NA,Neutral,Very important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,NA,Important,Important,Unimportant,Unimportant,NA,Neutral,NA,Satisfied,Neutral,Neutral,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,Very satisfied,Very dissatisfied,Dissatisfied,Neutral,Dissatisfied,Very satisfied,Very satisfied,Very satisfied,Neutral,NA,NA,NA,Neutral,Satisfied,Dissatisfied,NA,NA,NA,Dissatisfied,Very satisfied,Dissatisfied,Important,NA,Important,Important,Important,Neutral,Neutral,Very important,Very important,Important,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,0,No,0.6,0,0,1,1,NA,4,NA,4,NA,NA,NA,NA,NA,0.15,NA,"Enclosed room (meeting room, phone room)","Enclosed room (meeting room, phone room)","Open space (cafe, lounge)","Semi-enclosed space (nook, booth)","Open space (cafe, lounge)","Open space (cafe, lounge)"
Org 1,No,Management,0.5,0.05,0.2,0,0.05,0.2,NA,NA,0.25,0.5,0.25,NA,NA,NA,NA,NA,NA,0.5,0.1,0.25,0.5,0.15,0.25,0.05,0.05,0,"lobby, common area, other",meeting room,NA,25,NA,25,25,25,50,NA,NA,NA,NA,25,3,5,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Semi-enclosed space (nook, booth)",2,2,8,5,4,1,2,7,3,7,NA,7,1,5,Very important,Important,Very unimportant,Important,Important,Important,Important,Neutral,Neutral,NA,Important,Very important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,NA,Important,Important,Important,Unimportant,NA,Neutral,NA,Satisfied,Neutral,Satisfied,Satisfied,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,Satisfied,Neutral,Satisfied,Neutral,Neutral,Very satisfied,Satisfied,Satisfied,Neutral,NA,NA,NA,Satisfied,Neutral,Satisfied,NA,NA,NA,Neutral,Neutral,Dissatisfied,Important,NA,Very important,Important,Important,Important,Neutral,Very important,Important,Important,Important,NA,NA,NA,NA,NA,NA,NA,NA,0,Yes,0.4,2.5,1,4,4,NA,5,NA,2.5,NA,NA,NA,NA,NA,0.5,NA,"Enclosed room (meeting room, phone room)",Desk or office,Elsewhere in the building,Home,Desk or office,Desk or office
Org 1,No,Management,0.96,0.02,0.02,NA,NA,NA,NA,NA,0.2,0.7,0.1,NA,NA,NA,NA,NA,NA,0.15,0.6,0.2,0.85,0,0.15,0,0,0,"lobby, common area, other",meeting room,400,150,50,NA,500,1000,100,NA,100,NA,NA,100,2,5,3,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desk or office,1,1,1,1,2,1,1,8,8,8,8,8,2,8,Important,Unimportant,Very unimportant,Very important,Very important,Neutral,Neutral,Neutral,Neutral,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,NA,Very important,Neutral,Important,Neutral,NA,Satisfied,NA,Satisfied,Satisfied,Satisfied,Satisfied,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfied,NA,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,NA,NA,NA,Satisfied,Neutral,Satisfied,NA,NA,NA,Very satisfied,Neutral,Satisfied,Important,NA,Important,Neutral,Very important,Important,Important,Important,Important,Important,Important,NA,NA,NA,NA,NA,NA,NA,NA,5,Yes,1,2.5,2.5,2.5,4,NA,4,NA,4,NA,NA,NA,NA,NA,0.75,NA,"Semi-enclosed space (nook, booth)","Enclosed room (meeting room, phone room)","Open space (cafe, lounge)","Open space (cafe, lounge)","Enclosed room (meeting room, phone room)",Desk or office
Org 1,Yes,Management,0.9,NA,0.1,NA,NA,NA,NA,NA,0.4,0.5,0.1,NA,NA,NA,NA,NA,NA,0.1,0.3,0.5,0.45,0.1,0.4,0,0.05,0,"lobby, common area, other",meeting room,300,100,60,80,60,20,60,40,50,0,0,40,1,5,3,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Semi-enclosed space (nook, booth)",3,1,3,4,8,3,3,5,5,5,5,8,2,5,Very important,Important,Very unimportant,Important,Important,Important,Neutral,Unimportant,Unimportant,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,NA,Very important,Important,Very important,Neutral,NA,Unsatisfied,NA,Unsatisfied,Neutral,Very unsatisfied,Satisfied,NA,NA,NA,NA,NA,NA,NA,NA,Satisfied,NA,Neutral,Very dissatisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Neutral,Satisfied,NA,NA,NA,Very dissatisfied,Dissatisfied,Neutral,NA,NA,NA,Dissatisfied,Satisfied,Dissatisfied,Neutral,NA,Neutral,Important,Important,Important,Neutral,Very important,Important,Important,Very unimportant,NA,NA,NA,NA,NA,NA,NA,NA,0,Yes,0.8,0,0,4,2.5,NA,5,NA,2.5,NA,NA,NA,NA,NA,0.7,NA,"Enclosed room (meeting room, phone room)","Enclosed room (meeting room, phone room)","Open space (cafe, lounge)",Anywhere outside the office building,"Semi-enclosed space (nook, booth)","Open space (cafe, lounge)"
Org 1,No,Management,1,NA,NA,NA,NA,NA,NA,NA,0.25,0.5,0.25,NA,NA,NA,NA,NA,NA,0.2,0.5,0.3,0.5,0,0.35,0.05,0.05,0.05,meeting room,meeting room,NA,20,100,10,NA,30,30,NA,NA,NA,30,30,0,1,3,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,0,10,4,3,8,5,7,9,10,6,4,7,6,8,Neutral,Neutral,Very unimportant,Neutral,Very important,Important,Neutral,Neutral,Neutral,NA,Neutral,Neutral,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Very important,NA,Neutral,Neutral,Important,Important,NA,Unsatisfied,NA,Satisfied,Satisfied,Neutral,Unsatisfied,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,NA,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Neutral,Dissatisfied,NA,NA,NA,Neutral,Dissatisfied,Dissatisfied,NA,NA,NA,Satisfied,Dissatisfied,Dissatisfied,Important,NA,Important,Important,Important,Important,Important,Important,Neutral,Important,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,0,Yes,0.6,0,0,4,2.5,NA,5,NA,5,NA,NA,NA,NA,NA,0.5,NA,"Semi-enclosed space (nook, booth)","Enclosed room (meeting room, phone room)","Semi-enclosed space (nook, booth)","Open space (cafe, lounge)",Elsewhere in the building,Desk or office
Org 1,No,Management,0.8,NA,0.1,0.1,NA,NA,NA,NA,0.2,0.7,0.1,NA,NA,NA,NA,NA,NA,0.2,0.2,0.3,0.65,0,0.3,0,0.05,0,someone else's desk/office,meeting room,NA,NA,NA,NA,NA,100,NA,NA,30,NA,NA,NA,2,5,3,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Home,0,10,NA,NA,5,NA,5,5,10,10,5,5,5,8,Important,Important,Very unimportant,Neutral,Very important,Important,Unimportant,Unimportant,Very unimportant,NA,Important,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Very important,NA,Very important,Neutral,Important,Neutral,NA,Satisfied,NA,Neutral,Neutral,Satisfied,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,Very satisfied,NA,Satisfied,Neutral,Neutral,Neutral,Neutral,Very satisfied,Satisfied,Satisfied,Neutral,NA,NA,NA,Dissatisfied,Satisfied,Satisfied,NA,NA,NA,Satisfied,Very satisfied,Neutral,Very important,NA,Important,Neutral,Important,Neutral,Neutral,Very important,Neutral,Very important,Neutral,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,0.4,1,2.5,4,2.5,NA,5,NA,5,NA,NA,NA,NA,NA,0.8,NA,Desk or office,"Enclosed room (meeting room, phone room)","Enclosed room (meeting room, phone room)",Anywhere outside the office building,Desk or office,Desk or office
Org 1,No,Management,1,NA,NA,NA,NA,NA,NA,NA,0.65,0.3,0.05,NA,NA,NA,NA,NA,NA,0.4,0.4,0.2,0.6,0.1,0.175,0.025,0.1,0,meeting room,meeting room,NA,120,NA,60,NA,NA,600,NA,NA,NA,NA,NA,5,4,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desk or office,NA,2,6,7,10,5,7,5,6,5,9,10,5,3,Important,Very important,Very unimportant,Important,Important,Important,Neutral,Important,Neutral,NA,Neutral,Important,Very unimportant,Very unimportant,Very unimportant,NA,Very unimportant,Very unimportant,Very unimportant,Important,NA,Important,Important,Important,Important,NA,Neutral,NA,Satisfied,Satisfied,Satisfied,Satisfied,NA,NA,NA,NA,NA,NA,NA,NA,Dissatisfied,NA,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,NA,NA,NA,Satisfied,Satisfied,Satisfied,NA,NA,NA,Satisfied,Satisfied,Neutral,Neutral,NA,Important,Neutral,Important,Important,Important,Unimportant,Neutral,Important,Very unimportant,NA,NA,NA,NA,NA,NA,NA,NA,0,Yes,0.2,0,4,4,4,NA,5,NA,2.5,NA,NA,NA,NA,NA,0.7,NA,"Enclosed room (meeting room, phone room)","Enclosed room (meeting room, phone room)","Open space (cafe, lounge)","Open space (cafe, lounge)",Desk or office,Desk or office
